timestamp,smoke,seed,model,pooling,length_mode,training,translated,task,test_language,classifier,actual,predicted,count
2026-05-16 11:26:47,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,en,RF,Dementia,HC,25
2026-05-16 11:26:47,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,en,LR,HC,HC,131
2026-05-16 11:26:47,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,en,RF,Dementia,Dementia,38
2026-05-16 11:26:47,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,en,DT,Dementia,Dementia,39
2026-05-16 11:26:47,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,en,RF,HC,Dementia,7
2026-05-16 11:26:47,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,en,DT,Dementia,HC,24
2026-05-16 11:26:47,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,en,RF,HC,HC,124
2026-05-16 11:26:47,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,en,SVM,Dementia,HC,63
2026-05-16 11:26:47,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,en,SVM,HC,HC,131
2026-05-16 11:26:47,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,en,LR,Dementia,HC,63
2026-05-16 11:26:47,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,en,SVM,HC,Dementia,0
2026-05-16 11:26:47,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,en,LR,HC,Dementia,0
2026-05-16 11:26:47,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,en,SVM,Dementia,Dementia,0
2026-05-16 11:26:47,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,en,LR,Dementia,Dementia,0
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,RF,HC,Dementia,12
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,SVM,Dementia,HC,8
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,DT,Dementia,HC,12
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,LR,HC,HC,14
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,SVM,HC,HC,8
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,LR,Dementia,Dementia,14
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,RF,Dementia,Dementia,20
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,DT,Dementia,Dementia,14
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,RF,HC,HC,5
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,LR,HC,Dementia,3
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,DT,HC,Dementia,12
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,LR,Dementia,HC,12
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,SVM,Dementia,Dementia,18
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,RF,Dementia,HC,6
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,DT,HC,HC,5
2026-05-16 11:32:06,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,gr,SVM,HC,Dementia,9
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,RF,Dementia,HC,13
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,DT,Dementia,HC,13
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,LR,HC,Dementia,5
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,DT,Dementia,Dementia,17
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,LR,HC,HC,53
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,RF,Dementia,Dementia,17
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,DT,HC,Dementia,12
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,RF,HC,Dementia,5
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,LR,Dementia,Dementia,7
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,RF,HC,HC,53
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,SVM,HC,Dementia,22
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,SVM,Dementia,HC,19
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,LR,Dementia,HC,23
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,SVM,HC,HC,36
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,SVM,Dementia,Dementia,11
2026-05-16 11:36:51,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,cha,DT,HC,HC,46
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,SVM,HC,HC,39
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,LR,Dementia,HC,20
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,DT,HC,HC,34
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,SVM,Dementia,HC,20
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,SVM,HC,Dementia,0
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,SVM,Dementia,Dementia,0
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,RF,HC,HC,34
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,LR,Dementia,Dementia,0
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,RF,HC,Dementia,5
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,LR,HC,Dementia,0
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,DT,HC,Dementia,5
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,RF,Dementia,HC,12
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,LR,HC,HC,39
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,RF,Dementia,Dementia,8
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,DT,Dementia,Dementia,6
2026-05-16 11:41:24,False,46,xlm-roberta-base,cls,truncate,multi,no,binary,spa,DT,Dementia,HC,14
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,RF,HC,HC,112
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,RF,Dementia,HC,24
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,DT,MCI,Dementia,7
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,RF,MCI,HC,51
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,DT,HC,Dementia,21
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,DT,MCI,MCI,36
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,SVM,HC,MCI,1
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,SVM,MCI,Dementia,7
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,DT,MCI,HC,35
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,DT,Dementia,Dementia,34
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,RF,MCI,Dementia,4
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,DT,HC,HC,74
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,RF,Dementia,MCI,2
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,RF,Dementia,Dementia,37
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,RF,HC,Dementia,7
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,RF,MCI,MCI,23
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,DT,Dementia,HC,24
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,LR,MCI,MCI,28
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,LR,Dementia,Dementia,27
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,SVM,HC,Dementia,4
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,DT,Dementia,MCI,5
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,LR,Dementia,MCI,7
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,SVM,Dementia,HC,53
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,SVM,MCI,MCI,6
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,RF,HC,MCI,12
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,SVM,Dementia,Dementia,5
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,LR,HC,Dementia,8
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,SVM,MCI,HC,65
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,LR,Dementia,HC,29
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,LR,HC,HC,113
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,SVM,HC,HC,126
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,SVM,Dementia,MCI,5
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,LR,MCI,Dementia,3
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,LR,HC,MCI,10
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,LR,MCI,HC,47
2026-05-16 11:49:04,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,en,DT,HC,MCI,36
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,SVM,Dementia,MCI,0
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,SVM,Dementia,Dementia,26
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,LR,HC,MCI,1
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,LR,MCI,MCI,4
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,SVM,MCI,Dementia,9
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,SVM,MCI,HC,0
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,DT,MCI,MCI,3
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,LR,Dementia,MCI,1
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,RF,MCI,MCI,3
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,DT,HC,Dementia,12
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,LR,Dementia,Dementia,20
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,LR,Dementia,HC,5
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,SVM,MCI,MCI,1
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,LR,HC,Dementia,6
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,RF,HC,HC,6
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,SVM,Dementia,HC,0
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,SVM,HC,MCI,0
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,DT,HC,MCI,1
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,SVM,HC,HC,0
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,LR,MCI,HC,4
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,SVM,HC,Dementia,17
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,RF,Dementia,Dementia,22
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,DT,HC,HC,4
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,RF,Dementia,HC,4
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,DT,Dementia,Dementia,17
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,LR,MCI,Dementia,2
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,DT,MCI,HC,4
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,LR,HC,HC,10
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,RF,HC,MCI,0
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,RF,HC,Dementia,11
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,RF,Dementia,MCI,0
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,DT,MCI,Dementia,3
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,RF,MCI,HC,4
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,DT,Dementia,HC,5
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,RF,MCI,Dementia,3
2026-05-16 11:57:16,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,gr,DT,Dementia,MCI,4
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,DT,Dementia,HC,10
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,SVM,MCI,HC,0
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,SVM,Dementia,MCI,27
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,LR,MCI,MCI,40
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,RF,MCI,MCI,44
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,DT,HC,HC,32
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,DT,Dementia,MCI,11
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,RF,MCI,HC,19
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,DT,HC,Dementia,5
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,RF,HC,HC,31
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,DT,Dementia,Dementia,9
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,LR,MCI,HC,21
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,DT,HC,MCI,21
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,RF,HC,MCI,25
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,RF,Dementia,MCI,12
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,DT,MCI,HC,20
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,RF,Dementia,HC,5
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,LR,HC,Dementia,5
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,LR,HC,HC,30
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,LR,Dementia,HC,6
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,SVM,Dementia,HC,0
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,SVM,HC,Dementia,3
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,SVM,MCI,MCI,65
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,SVM,HC,MCI,54
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,SVM,Dementia,Dementia,3
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,SVM,MCI,Dementia,0
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,LR,MCI,Dementia,4
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,LR,Dementia,MCI,11
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,SVM,HC,HC,1
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,RF,Dementia,Dementia,13
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,DT,MCI,Dementia,10
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,RF,HC,Dementia,2
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,DT,MCI,MCI,35
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,RF,MCI,Dementia,2
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,LR,HC,MCI,23
2026-05-16 12:05:07,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,cha,LR,Dementia,Dementia,13
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,SVM,Dementia,Dementia,14
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,SVM,MCI,HC,0
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,SVM,MCI,MCI,12
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,LR,Dementia,MCI,3
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,LR,HC,MCI,2
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,RF,MCI,MCI,1
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,SVM,Dementia,MCI,6
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,SVM,HC,HC,0
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,LR,HC,HC,33
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,DT,MCI,MCI,6
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,LR,Dementia,Dementia,5
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,SVM,HC,MCI,30
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,SVM,MCI,Dementia,5
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,SVM,HC,Dementia,9
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,RF,Dementia,MCI,2
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,LR,MCI,Dementia,0
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,SVM,Dementia,HC,0
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,LR,HC,Dementia,4
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,RF,MCI,HC,15
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,RF,HC,MCI,2
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,DT,MCI,Dementia,3
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,DT,Dementia,HC,5
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,DT,HC,Dementia,7
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,DT,MCI,HC,8
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,RF,Dementia,HC,12
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,RF,HC,HC,35
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,DT,HC,MCI,8
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,LR,MCI,MCI,1
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,RF,MCI,Dementia,1
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,RF,Dementia,Dementia,6
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,LR,MCI,HC,16
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,LR,Dementia,HC,12
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,DT,HC,HC,24
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,RF,HC,Dementia,2
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,DT,Dementia,MCI,3
2026-05-16 12:14:19,False,46,xlm-roberta-base,cls,truncate,multi,no,multiclass,spa,DT,Dementia,Dementia,12
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,RF,Dementia,Dementia,39
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,LR,HC,HC,128
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,DT,Dementia,HC,28
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,RF,HC,Dementia,6
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,DT,HC,HC,108
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,DT,Dementia,Dementia,35
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,RF,Dementia,HC,24
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,DT,HC,Dementia,23
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,LR,Dementia,HC,48
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,LR,Dementia,Dementia,15
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,SVM,Dementia,Dementia,52
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,SVM,HC,HC,110
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,LR,HC,Dementia,3
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,SVM,Dementia,HC,11
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,SVM,HC,Dementia,21
2026-05-16 12:29:08,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,en,RF,HC,HC,125
2026-05-16 12:39:14,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,gr,RF,Dementia,HC,7
2026-05-16 12:39:14,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,gr,LR,Dementia,Dementia,18
2026-05-16 12:39:14,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,gr,LR,HC,HC,11
2026-05-16 12:39:14,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,gr,RF,Dementia,Dementia,19
2026-05-16 12:39:14,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,gr,SVM,Dementia,Dementia,21
2026-05-16 12:39:14,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,gr,SVM,HC,HC,4
2026-05-16 12:39:14,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,gr,RF,HC,Dementia,10
2026-05-16 12:39:14,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,gr,DT,Dementia,HC,16
2026-05-16 12:39:14,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,gr,LR,Dementia,HC,8
2026-05-16 12:39:14,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,gr,DT,HC,Dementia,12
2026-05-16 12:39:14,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,gr,RF,HC,HC,7
2026-05-16 12:39:14,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,gr,SVM,Dementia,HC,5
2026-05-16 12:39:14,False,46,xlm-roberta-base,cls,truncate,multi,yes,binary,gr,LR,HC,Dementia,6
